Date,Action,Symbol,Entry,Exit,Qty,Target,Stoploss,PNL
2026-09-19 11:34:22,SHORT,1000BONKUSD,0.0029958,,1.0,0.00293588,0.00302576,0.0
2026-09-19 12:30:28,BUY,1000BONKUSD,100.0,,1.0,140.0,80.0,0.0
2026-09-21 13:16:31,SHORT,1000BONKUSD,0.00303648,,1.0,0.00297575,0.00306684,0.0
2026-09-21 22:12:06,SHORT,1000BONKUSD,0.00327195,,1,0.00320651,0.00330467,0.0
2026-09-22 01:38:43,SHORT,1000BONKUSD,0.00336486,,1,0.00329756,0.00339851,0.0
2026-09-22 01:51:46,COVER,1000BONKUSD,0.00336486,0.00341188,1,0.00329756,0.00339851,-4.702000000000005e-05
2026-09-22 01:51:46,SHORT,1000BONKUSD,0.00341188,,1,0.00334364,0.003446,0.0
2026-09-22 11:00:11,BUY,^NSEI,57.1,,65,58.242,56.529,0.0
2026-09-22 11:23:56,BUY,PAPERTEST_NIFTY,150.0,,65,153.0,148.5,0.0
2026-09-22 11:25:20,SELL,PAPERTEST_NIFTY,150.0,160.0,65,153.0,159.625,650.0
2026-09-22 14:19:38,BUY,^NSEI,37.1,,65,37.842,36.729,0.0
2026-09-23 16:13:33,SHORT,1000BONKUSD,0.00406144,,1,0.00398021,0.00410205,0.0
